attendance,study_hours,previous_marks,assignment_score,internal_marks,sleep_hours,internet_hours,stress_level,parent_support,tuition,final_marks,grade,risk_level
49,2.9,81,75,23,5.9,5.2,10,No,No,36.49,F,High
79,6.6,88,100,44,8.7,4.4,10,Yes,Yes,100.0,A,Low
77,9.7,37,55,38,9.2,3.4,3,No,No,95.19,A,Low
45,6.0,87,75,21,4.7,8.5,1,Yes,No,65.99,C,Low
47,0.8,65,75,27,7.0,4.8,9,Yes,Yes,26.92,F,High
62,0.8,67,43,11,8.4,8.3,3,No,Yes,36.29,F,High
86,9.5,84,92,11,5.0,1.1,1,No,Yes,100.0,A,Low
65,3.0,50,32,26,5.9,1.4,6,Yes,No,41.4,D,Medium
85,0.9,73,57,19,6.7,9.8,4,Yes,Yes,35.81,F,High
82,6.0,80,58,27,3.9,5.9,1,Yes,Yes,79.44,B,Low
51,6.2,81,47,31,3.2,5.1,4,No,Yes,71.42,C,Low
65,6.5,78,64,28,4.1,5.2,8,Yes,Yes,87.77,B,Low
52,2.7,43,76,10,7.4,2.2,7,No,Yes,50.74,D,Medium
79,0.2,84,34,33,3.5,7.2,1,Yes,Yes,43.13,D,Medium
57,9.7,94,88,45,4.3,0.8,10,Yes,Yes,100.0,A,Low
64,2.5,49,88,34,5.4,5.7,9,No,Yes,43.89,D,Medium
72,6.8,70,76,45,3.5,5.7,6,Yes,Yes,87.22,B,Low
86,7.1,97,42,40,4.3,9.1,2,Yes,Yes,81.0,B,Low
79,6.1,75,62,40,9.4,5.3,3,No,Yes,94.18,A,Low
99,3.1,58,91,11,3.1,1.4,7,No,Yes,50.0,D,Medium
82,2.7,83,45,28,7.6,5.7,3,Yes,No,70.11,C,Low
51,6.0,52,73,21,5.7,0.9,3,No,Yes,74.86,C,Low
83,8.7,41,87,19,7.7,2.0,5,Yes,No,100.0,A,Low
75,9.5,38,35,40,7.1,0.3,3,No,Yes,100.0,A,Low
87,1.1,94,44,31,4.6,5.1,3,No,No,67.21,C,Low
43,1.5,89,33,32,8.9,0.8,5,Yes,Yes,61.34,C,Low
44,9.4,50,85,32,6.4,4.7,5,Yes,No,78.49,B,Low
95,7.4,63,93,24,8.8,9.3,9,Yes,No,67.82,C,Low
76,8.8,57,97,35,5.8,7.2,1,Yes,Yes,88.43,B,Low
47,2.0,48,63,12,9.9,0.8,1,Yes,Yes,73.96,C,Low
81,5.9,83,85,32,8.4,2.2,9,Yes,No,84.49,B,Low
88,7.0,67,61,29,9.8,6.7,5,Yes,No,87.15,B,Low
67,6.8,59,38,49,6.6,8.9,4,No,Yes,74.46,C,Low
70,4.1,55,92,48,6.3,0.3,2,Yes,Yes,100.0,A,Low
97,0.2,51,62,17,8.3,8.1,9,Yes,Yes,27.97,F,High
48,5.8,57,50,27,9.2,5.6,6,Yes,Yes,58.35,D,Medium
93,2.5,91,84,50,9.7,5.5,9,No,Yes,70.72,C,Low
90,4.5,92,86,15,5.3,9.6,5,Yes,Yes,69.86,C,Low
68,9.6,48,31,36,8.6,7.5,4,No,Yes,81.29,B,Low
53,4.0,54,42,45,4.5,8.5,7,Yes,Yes,59.42,D,Medium
79,8.4,64,33,24,6.8,3.5,5,Yes,No,72.23,C,Low
80,1.9,53,79,46,4.3,5.5,8,Yes,No,62.58,C,Low
61,6.7,87,77,14,5.4,6.2,8,Yes,Yes,63.04,C,Low
50,9.8,90,59,48,9.5,3.2,2,Yes,No,100.0,A,Low
62,1.0,57,58,18,4.0,5.7,5,Yes,Yes,48.38,D,Medium
40,0.1,96,37,16,7.4,2.4,10,Yes,Yes,54.87,D,Medium
85,4.3,67,41,50,7.2,1.4,8,No,No,81.13,B,Low
76,0.9,52,70,29,3.8,3.7,3,Yes,No,54.57,D,Medium
60,7.5,67,55,19,5.3,7.4,7,Yes,No,59.94,D,Medium
65,9.1,66,79,35,6.9,9.2,3,No,Yes,93.59,A,Low
85,4.3,95,31,13,4.3,4.6,6,Yes,Yes,64.08,C,Low
75,2.6,88,84,47,8.6,6.4,2,Yes,No,83.76,B,Low
93,4.3,51,85,33,9.8,1.0,6,No,Yes,86.37,B,Low
62,7.2,53,43,23,4.5,9.0,6,No,Yes,57.08,D,Medium
96,0.1,68,35,50,4.3,5.7,8,Yes,Yes,64.9,C,Low
40,5.9,59,90,10,6.2,7.8,5,Yes,Yes,55.1,D,Medium
93,6.1,45,41,26,8.2,7.9,1,Yes,Yes,62.77,C,Low
94,6.4,50,42,33,5.0,2.6,8,No,Yes,50.66,D,Medium
90,2.4,95,48,36,3.1,5.3,9,No,Yes,59.07,D,Medium
79,7.1,41,73,16,6.8,9.6,1,Yes,Yes,54.18,D,Medium
54,0.9,50,88,18,9.7,0.9,5,No,Yes,58.46,D,Medium
60,2.0,50,66,44,5.7,6.8,6,Yes,Yes,62.77,C,Low
86,8.8,74,54,21,5.9,9.6,4,Yes,No,69.24,C,Low
48,7.4,46,45,30,9.8,3.0,2,No,Yes,68.83,C,Low
92,0.1,69,67,12,7.9,8.6,5,Yes,No,25.27,F,High
48,2.5,55,72,24,8.0,9.3,4,Yes,Yes,39.89,F,High
49,2.1,84,43,30,6.9,7.5,7,No,Yes,41.66,D,Medium
91,2.7,77,35,19,9.8,2.3,6,Yes,Yes,75.53,B,Low
96,2.5,51,52,42,7.8,3.3,3,Yes,Yes,77.34,B,Low
92,0.6,66,89,15,9.3,0.4,9,No,Yes,71.48,C,Low
65,4.6,75,41,11,7.9,8.3,4,No,Yes,55.88,D,Medium
80,7.3,40,42,38,8.1,8.5,5,No,No,62.16,C,Low
74,6.1,61,35,49,5.0,6.3,3,Yes,Yes,79.88,B,Low
91,6.7,54,92,42,5.1,3.5,8,Yes,No,77.17,B,Low
64,0.8,59,67,13,8.5,0.8,7,Yes,No,48.14,D,Medium
65,9.5,100,79,13,5.1,7.5,7,Yes,Yes,83.09,B,Low
50,8.4,43,81,38,6.9,7.3,8,No,No,64.67,C,Low
77,8.1,87,69,46,4.7,9.1,7,No,No,71.26,C,Low
41,8.2,95,37,29,8.7,7.3,3,Yes,No,73.29,C,Low
46,9.3,72,90,50,3.8,8.3,3,Yes,Yes,100.0,A,Low
57,5.4,37,37,32,8.8,7.5,2,No,No,59.37,D,Medium
66,2.0,89,63,27,7.2,6.3,1,No,No,65.79,C,Low
73,6.2,35,89,34,4.3,4.3,5,Yes,No,73.7,C,Low
66,7.4,79,86,10,6.8,9.0,4,Yes,Yes,78.91,B,Low
56,7.4,81,75,24,5.0,6.5,2,Yes,No,76.21,B,Low
82,5.2,60,51,43,5.3,4.0,1,No,No,78.51,B,Low
98,0.7,48,69,29,5.5,0.8,3,Yes,No,57.83,D,Medium
83,3.7,88,74,46,3.4,2.9,6,Yes,Yes,84.84,B,Low
98,9.2,80,84,36,9.9,5.4,2,Yes,No,100.0,A,Low
90,5.8,65,80,31,3.2,2.8,10,Yes,Yes,61.55,C,Low
93,5.4,93,34,14,7.6,2.2,7,Yes,Yes,60.09,C,Low
63,2.7,63,42,43,5.6,5.3,7,No,No,61.26,C,Low
64,3.7,51,57,48,7.5,1.7,3,No,No,73.72,C,Low
46,9.0,48,91,12,5.5,8.0,1,No,No,69.34,C,Low
91,6.7,70,53,26,7.7,4.8,9,No,Yes,66.47,C,Low
45,7.9,92,36,33,8.1,5.7,5,Yes,Yes,88.33,B,Low
92,4.5,58,67,33,7.8,1.5,2,Yes,No,71.32,C,Low
63,6.3,97,66,12,3.8,3.2,8,No,Yes,59.09,D,Medium
72,2.5,59,97,16,7.6,4.1,10,Yes,No,54.93,D,Medium
88,7.1,93,71,34,5.0,8.1,10,Yes,Yes,87.89,B,Low
68,4.3,66,34,12,3.2,7.7,4,Yes,Yes,39.83,F,High
82,4.4,52,93,24,5.9,2.2,10,Yes,Yes,60.86,C,Low
61,6.5,71,79,38,6.0,6.2,7,Yes,Yes,85.58,B,Low
65,9.4,60,44,38,6.3,2.4,5,Yes,Yes,97.43,A,Low
67,0.6,43,82,19,7.9,9.9,3,Yes,Yes,38.99,F,High
89,8.2,98,54,41,5.2,9.5,10,Yes,Yes,75.48,B,Low
60,2.9,54,38,32,5.2,5.6,8,No,No,29.84,F,High
88,4.4,88,67,48,3.4,7.0,2,Yes,No,79.16,B,Low
46,0.2,64,51,18,7.8,8.0,1,Yes,Yes,44.16,D,Medium
56,3.0,87,78,46,7.0,7.2,5,Yes,No,74.23,C,Low
59,5.0,97,97,49,5.4,7.0,4,No,Yes,91.3,A,Low
80,0.6,45,44,23,7.9,9.6,10,Yes,Yes,13.87,F,High
88,4.9,65,94,13,6.8,6.0,7,Yes,Yes,73.26,C,Low
59,9.3,83,83,29,6.3,6.4,9,No,No,59.93,D,Medium
93,1.1,53,59,37,6.6,8.5,6,Yes,Yes,52.14,D,Medium
61,7.6,46,49,23,7.5,6.7,1,Yes,Yes,70.63,C,Low
67,4.1,49,62,43,7.6,7.3,8,Yes,Yes,51.57,D,Medium
100,6.6,65,36,22,5.0,2.3,2,Yes,No,77.45,B,Low
79,2.6,77,37,40,4.0,3.7,4,No,No,47.77,D,Medium
88,1.6,71,57,42,4.1,1.5,3,Yes,Yes,81.23,B,Low
46,1.6,63,74,48,7.5,5.1,6,Yes,Yes,78.22,B,Low
40,0.7,60,40,37,9.1,4.6,2,Yes,No,51.0,D,Medium
71,1.9,36,60,34,5.9,10.0,5,Yes,Yes,57.61,D,Medium
52,6.6,49,41,41,4.2,6.1,9,Yes,Yes,49.36,D,Medium
69,8.8,38,80,18,8.3,7.9,3,Yes,Yes,71.56,C,Low
62,8.1,84,73,37,8.8,3.3,2,Yes,No,100.0,A,Low
90,6.9,72,79,40,9.2,8.3,2,Yes,No,82.97,B,Low
98,1.1,57,46,26,7.2,6.2,9,No,Yes,32.99,F,High
95,2.9,93,64,32,9.0,7.0,6,Yes,Yes,86.5,B,Low
58,3.1,62,30,22,3.1,2.9,2,Yes,No,43.87,D,Medium
71,2.5,100,58,19,3.8,5.5,3,Yes,Yes,68.82,C,Low
69,5.2,42,80,25,3.6,6.3,1,No,Yes,66.98,C,Low
68,5.4,63,93,15,8.0,5.9,2,Yes,Yes,61.17,C,Low
88,3.6,45,33,20,3.5,9.2,2,Yes,No,34.03,F,High
84,3.5,52,57,12,6.5,9.0,2,Yes,Yes,68.1,C,Low
68,8.3,89,45,37,6.3,9.7,7,Yes,No,72.79,C,Low
69,7.9,84,92,50,5.2,6.7,3,Yes,Yes,100.0,A,Low
55,3.1,48,82,24,9.1,9.7,4,Yes,Yes,53.15,D,Medium
79,9.1,43,46,22,4.2,8.3,2,Yes,Yes,86.44,B,Low
58,9.5,45,69,26,5.5,2.7,5,No,No,67.81,C,Low
57,3.3,97,42,16,8.4,4.3,9,Yes,Yes,48.77,D,Medium
40,3.5,87,81,37,3.2,2.4,9,Yes,Yes,65.91,C,Low
53,5.1,73,87,47,7.7,0.0,7,Yes,Yes,100.0,A,Low
90,9.4,90,66,22,8.7,1.9,8,Yes,No,96.03,A,Low
86,8.8,62,90,26,9.5,0.0,5,Yes,No,100.0,A,Low
89,1.0,73,63,24,9.1,7.2,5,Yes,Yes,50.98,D,Medium
41,3.9,59,99,45,5.2,4.3,3,Yes,Yes,86.66,B,Low
93,5.5,55,46,37,7.1,3.1,6,Yes,Yes,62.61,C,Low
67,5.0,44,49,24,3.5,7.6,1,Yes,Yes,52.82,D,Medium
88,1.9,77,88,20,4.8,8.3,3,No,No,42.88,D,Medium
89,8.6,49,98,40,3.7,9.8,2,Yes,Yes,79.29,B,Low
69,6.8,82,62,13,5.2,6.4,7,No,Yes,43.4,D,Medium
77,8.4,55,46,44,9.1,4.6,9,No,Yes,79.76,B,Low
90,8.6,94,86,43,5.4,3.1,4,Yes,Yes,100.0,A,Low
43,7.5,84,30,36,6.9,2.2,7,No,Yes,81.09,B,Low
40,4.4,57,42,19,6.0,2.1,8,Yes,Yes,57.78,D,Medium
47,6.1,47,56,39,6.2,4.1,10,Yes,No,65.12,C,Low
68,1.6,38,99,29,9.8,9.9,2,Yes,Yes,39.84,F,High
94,6.7,43,88,38,5.1,0.0,7,Yes,Yes,95.4,A,Low
78,1.8,69,35,38,7.4,2.0,3,Yes,Yes,75.46,B,Low
42,6.9,55,52,32,5.9,1.9,8,Yes,No,67.47,C,Low
71,2.3,92,39,30,3.4,7.2,6,No,Yes,45.36,D,Medium
49,1.2,52,80,19,6.4,3.5,3,Yes,Yes,50.1,D,Medium
49,1.7,77,48,50,8.7,4.6,8,Yes,Yes,68.62,C,Low
58,0.0,40,80,21,3.7,1.5,3,No,Yes,36.76,F,High
85,7.2,46,97,39,3.5,4.0,9,No,No,76.72,B,Low
73,7.3,46,71,42,4.1,1.0,3,No,No,82.52,B,Low
99,5.1,100,86,27,8.4,5.3,1,No,No,76.17,B,Low
72,1.6,36,97,23,8.1,1.0,2,Yes,Yes,72.75,C,Low
62,0.8,49,67,31,7.0,7.9,4,Yes,Yes,36.53,F,High
94,0.2,57,91,30,6.3,5.7,2,Yes,Yes,54.81,D,Medium
67,1.7,63,36,10,9.2,7.2,4,No,Yes,41.22,D,Medium
71,8.9,41,100,24,8.4,4.2,4,Yes,Yes,98.53,A,Low
89,2.4,62,79,45,8.7,3.8,4,Yes,No,79.03,B,Low
46,3.5,48,81,31,8.7,1.0,1,Yes,Yes,68.05,C,Low
68,1.1,78,55,41,7.5,5.2,9,Yes,Yes,59.6,D,Medium
47,2.2,64,55,42,6.2,5.1,10,Yes,Yes,46.24,D,Medium
40,5.2,66,48,50,9.1,4.7,7,Yes,No,83.63,B,Low
96,6.1,40,38,48,9.5,7.4,2,Yes,Yes,99.69,A,Low
94,2.5,61,90,32,3.2,8.3,3,Yes,Yes,50.12,D,Medium
42,0.6,58,49,11,3.4,7.5,8,No,No,25.63,F,High
63,3.9,68,79,11,9.7,1.4,7,No,No,45.93,D,Medium
62,2.3,74,51,47,4.9,6.2,4,Yes,Yes,62.64,C,Low
98,2.2,81,42,38,9.1,0.8,4,No,Yes,89.86,B,Low
100,9.6,58,41,12,5.7,6.9,9,No,Yes,50.23,D,Medium
47,6.2,99,39,48,3.8,3.8,5,Yes,No,77.34,B,Low
93,5.6,52,94,16,3.6,1.3,5,No,No,53.35,D,Medium
96,4.2,78,59,45,4.1,8.6,7,No,Yes,50.86,D,Medium
86,4.3,91,37,38,4.7,6.1,1,Yes,No,72.39,C,Low
76,5.4,62,50,46,6.4,3.5,3,Yes,Yes,94.75,A,Low
42,7.0,57,51,45,7.9,0.3,2,Yes,No,100.0,A,Low
90,7.0,68,47,32,9.9,5.4,10,No,Yes,61.78,C,Low
72,1.7,45,95,25,6.1,9.2,6,Yes,Yes,39.04,F,High
67,5.0,69,77,40,6.6,6.0,6,Yes,No,64.1,C,Low
86,4.1,76,73,43,6.7,9.7,10,Yes,Yes,47.07,D,Medium
47,8.7,62,38,10,6.8,1.4,1,Yes,No,68.05,C,Low
73,6.3,58,96,27,6.6,5.7,6,Yes,Yes,65.4,C,Low
74,5.3,42,83,49,3.1,8.0,10,Yes,Yes,56.15,D,Medium
71,1.2,87,55,24,3.0,5.3,2,No,No,45.17,D,Medium
63,6.1,38,55,26,3.7,0.9,4,No,Yes,63.13,C,Low
53,1.2,39,63,19,3.7,5.8,6,Yes,Yes,33.67,F,High
71,3.4,83,37,29,7.9,6.1,3,Yes,Yes,68.31,C,Low
95,1.4,64,39,15,4.4,7.3,3,Yes,No,29.38,F,High
85,6.9,97,77,17,9.3,7.6,3,No,No,87.16,B,Low
82,2.1,81,84,43,9.5,7.7,4,Yes,Yes,62.43,C,Low
55,3.9,60,83,41,9.8,6.6,9,Yes,Yes,58.56,D,Medium
43,9.0,91,69,13,9.6,2.2,4,No,Yes,100.0,A,Low
91,2.0,71,44,48,4.9,4.0,4,No,Yes,71.62,C,Low
76,5.1,41,47,29,6.6,7.8,4,Yes,No,38.91,F,High
93,4.2,74,52,33,4.2,9.5,7,Yes,No,37.53,F,High
60,0.2,73,91,33,8.6,0.8,5,Yes,Yes,71.38,C,Low
53,7.9,96,75,35,9.2,5.4,2,No,Yes,96.76,A,Low
70,0.7,87,68,34,9.0,3.1,7,Yes,No,69.32,C,Low
94,4.7,38,44,45,6.0,2.3,3,Yes,Yes,90.9,A,Low
87,5.6,59,82,16,8.3,5.1,1,Yes,No,74.23,C,Low
57,6.3,41,93,19,3.7,6.1,9,Yes,Yes,49.01,D,Medium
46,6.9,62,92,21,3.3,0.1,5,Yes,No,70.04,C,Low
49,2.5,54,45,10,8.3,7.8,10,Yes,No,17.24,F,High
46,0.1,45,99,34,6.0,8.2,1,Yes,No,40.8,D,Medium
72,7.2,41,95,25,10.0,9.7,1,Yes,Yes,80.35,B,Low
62,5.4,57,42,14,3.7,1.8,1,Yes,Yes,64.34,C,Low
60,8.4,95,76,28,9.0,5.9,9,Yes,Yes,90.36,A,Low
58,8.2,68,38,13,6.4,4.3,8,Yes,No,66.55,C,Low
87,8.4,53,92,15,8.8,3.3,6,Yes,Yes,96.25,A,Low
100,4.9,92,63,35,8.7,5.7,10,Yes,No,71.89,C,Low
58,3.3,43,58,48,9.4,7.8,6,No,No,56.66,D,Medium
75,7.9,82,66,48,5.1,0.2,6,Yes,Yes,100.0,A,Low
68,4.5,75,72,18,9.6,9.7,4,No,No,46.32,D,Medium
99,1.8,82,93,23,4.1,8.1,5,Yes,No,43.51,D,Medium
57,8.5,79,53,18,3.6,7.5,10,Yes,Yes,58.17,D,Medium
41,8.8,59,100,24,6.0,7.6,3,No,Yes,60.55,C,Low
40,4.7,59,63,46,8.8,3.9,3,Yes,No,87.63,B,Low
86,0.8,53,77,29,6.3,7.5,10,No,No,24.63,F,High
44,3.9,73,41,17,8.8,3.9,7,Yes,No,48.11,D,Medium
59,8.0,61,52,41,8.1,9.0,5,Yes,No,78.69,B,Low
50,9.0,97,42,30,4.5,1.8,8,Yes,Yes,72.58,C,Low
81,2.0,53,74,50,9.6,2.9,5,No,No,70.72,C,Low
41,0.7,62,94,28,3.4,5.5,4,No,Yes,58.13,D,Medium
42,8.8,67,76,38,9.3,3.2,3,Yes,Yes,100.0,A,Low
62,3.9,44,87,40,5.1,4.2,2,Yes,Yes,67.06,C,Low
94,5.4,64,34,15,6.5,4.9,3,Yes,Yes,63.93,C,Low
51,9.7,56,34,13,6.0,8.6,7,No,Yes,59.32,D,Medium
59,0.7,37,89,38,4.2,5.2,8,Yes,Yes,36.53,F,High
44,6.5,82,50,12,5.5,3.6,5,Yes,Yes,54.83,D,Medium
76,0.7,36,53,10,4.4,2.5,1,Yes,Yes,41.71,D,Medium
77,3.8,88,47,24,4.4,4.1,3,No,No,51.56,D,Medium
69,8.0,40,50,30,4.3,5.2,4,Yes,Yes,53.75,D,Medium
48,4.3,74,83,40,6.4,7.5,10,No,Yes,60.08,C,Low
73,10.0,36,39,16,8.6,1.2,4,No,No,84.43,B,Low
92,5.6,36,53,26,7.0,2.2,1,Yes,Yes,85.05,B,Low
83,3.2,89,89,28,9.3,3.8,10,Yes,Yes,79.15,B,Low
74,2.2,94,86,48,7.5,3.6,9,Yes,No,72.6,C,Low
91,3.5,40,52,12,7.8,3.9,10,Yes,Yes,51.01,D,Medium
97,3.7,53,51,39,7.7,7.9,4,Yes,Yes,61.62,C,Low
61,0.7,61,97,44,6.1,3.2,2,No,No,69.2,C,Low
83,3.7,35,63,38,7.8,5.0,9,No,No,40.1,D,Medium
63,4.6,67,99,23,3.5,6.2,4,No,No,47.08,D,Medium
56,7.2,74,57,44,9.0,2.3,4,No,Yes,90.86,A,Low
49,6.6,66,68,37,8.4,7.2,6,Yes,No,88.78,B,Low
69,7.1,51,71,39,4.7,5.5,8,Yes,No,79.22,B,Low
95,0.1,42,52,35,8.4,4.5,5,Yes,Yes,59.7,D,Medium
98,2.2,91,99,16,3.1,8.1,8,Yes,Yes,47.17,D,Medium
85,6.6,76,31,48,4.5,2.4,1,Yes,No,93.59,A,Low
62,4.8,43,53,40,3.5,8.8,4,Yes,Yes,68.96,C,Low
71,0.1,69,46,14,8.5,5.6,1,No,Yes,46.78,D,Medium
56,8.0,87,94,44,8.3,6.1,3,No,Yes,100.0,A,Low
89,7.7,88,99,23,8.7,8.8,7,No,Yes,74.27,C,Low
90,5.5,59,98,45,3.0,8.2,1,Yes,Yes,84.92,B,Low
56,0.7,96,89,36,6.5,6.0,5,No,Yes,68.9,C,Low
53,7.7,89,79,33,7.9,7.5,1,Yes,Yes,91.77,A,Low
48,5.8,80,41,49,4.1,4.3,6,Yes,No,77.19,B,Low
79,7.8,58,76,38,7.5,5.5,9,Yes,Yes,73.85,C,Low
41,7.5,80,96,31,3.6,0.6,3,Yes,Yes,100.0,A,Low
84,8.0,56,94,17,4.3,0.9,6,No,No,70.76,C,Low
64,5.2,45,56,24,6.3,8.3,4,Yes,No,64.22,C,Low
78,1.4,82,77,14,7.6,0.6,6,Yes,Yes,66.09,C,Low
48,6.7,42,91,13,4.0,1.7,2,Yes,Yes,81.55,B,Low
93,6.2,73,73,20,4.3,8.0,4,No,Yes,64.53,C,Low
61,7.4,69,48,27,4.4,0.0,7,Yes,No,72.34,C,Low
82,1.7,83,88,39,4.7,2.8,6,No,Yes,75.64,B,Low
85,1.9,80,37,24,4.6,5.8,9,Yes,Yes,51.28,D,Medium
43,8.9,72,84,15,5.8,6.0,7,Yes,No,56.06,D,Medium
65,7.5,42,76,25,7.6,7.8,1,Yes,Yes,79.0,B,Low
97,9.1,88,31,49,6.1,5.1,6,Yes,No,95.49,A,Low
68,7.6,71,68,18,8.4,5.1,3,Yes,No,82.33,B,Low
84,6.0,74,74,43,8.0,7.3,8,No,Yes,84.98,B,Low
73,6.5,68,61,36,3.9,5.0,1,No,Yes,89.53,B,Low
62,8.9,51,94,22,3.3,6.1,10,Yes,Yes,72.15,C,Low
76,5.8,67,67,45,9.1,9.0,2,Yes,No,85.35,B,Low
50,6.3,81,40,36,3.6,4.0,3,Yes,No,73.03,C,Low
45,1.6,86,39,18,4.0,3.9,3,No,No,23.9,F,High
57,4.7,43,88,14,3.2,0.0,7,Yes,Yes,70.87,C,Low
60,7.2,67,84,31,7.4,6.1,8,No,No,46.15,D,Medium
81,2.7,94,49,40,7.1,0.3,9,No,Yes,86.05,B,Low
75,2.0,55,46,12,9.9,5.0,7,Yes,Yes,48.93,D,Medium
80,3.1,92,97,39,9.2,8.0,8,Yes,Yes,90.35,A,Low
77,2.4,44,34,30,5.9,5.5,6,No,No,38.38,F,High
73,2.1,40,89,44,5.6,2.7,2,Yes,No,78.2,B,Low
56,4.2,47,52,15,5.1,7.9,1,Yes,Yes,48.62,D,Medium
76,9.1,99,75,37,4.1,2.7,3,Yes,No,100.0,A,Low
64,5.1,54,81,41,4.0,7.3,9,Yes,Yes,52.45,D,Medium
77,1.9,91,39,46,3.9,6.1,7,Yes,Yes,60.01,C,Low
97,0.8,80,75,34,3.8,1.7,2,Yes,Yes,72.83,C,Low
51,7.0,42,57,41,4.7,9.1,1,Yes,No,68.42,C,Low
62,3.8,44,72,44,5.1,2.0,2,No,Yes,76.94,B,Low
92,8.2,45,55,31,9.7,9.9,3,Yes,Yes,77.84,B,Low
81,6.6,46,84,33,7.0,0.1,6,Yes,No,85.48,B,Low
61,8.0,44,77,48,9.9,2.6,9,Yes,No,81.46,B,Low
60,2.7,59,58,39,5.6,2.0,8,No,No,57.38,D,Medium
66,6.9,83,56,41,6.2,0.1,10,Yes,Yes,90.77,A,Low
96,2.6,83,47,40,5.3,7.3,9,Yes,No,54.51,D,Medium
70,9.4,45,89,32,4.3,6.9,8,Yes,Yes,66.27,C,Low
45,6.4,96,98,49,4.0,7.9,7,Yes,No,86.29,B,Low
66,3.2,70,50,42,9.6,2.6,6,Yes,Yes,71.69,C,Low
79,2.7,73,53,34,9.9,4.4,8,Yes,No,57.22,D,Medium
73,1.9,87,32,45,3.3,6.6,6,Yes,Yes,58.23,D,Medium
51,6.9,90,91,33,4.1,4.4,2,No,Yes,100.0,A,Low
84,2.2,35,31,40,6.0,7.0,9,Yes,No,23.44,F,High
96,6.0,90,95,48,4.3,6.3,9,No,Yes,74.49,C,Low
92,2.6,38,71,22,5.5,1.1,3,Yes,Yes,51.3,D,Medium
46,6.6,64,63,19,3.9,7.8,9,Yes,Yes,50.4,D,Medium
49,8.1,46,71,32,6.2,7.2,2,No,No,67.55,C,Low
84,7.8,69,49,27,4.9,6.6,3,Yes,Yes,83.25,B,Low
56,7.6,86,97,41,5.5,1.6,6,Yes,No,100.0,A,Low
65,1.9,65,74,42,3.7,2.7,4,Yes,No,73.95,C,Low
60,0.9,86,71,45,6.0,3.9,8,Yes,No,60.86,C,Low
67,7.0,41,76,37,9.9,2.8,1,Yes,Yes,93.43,A,Low
97,3.7,56,34,25,5.3,2.3,6,Yes,No,59.01,D,Medium
85,4.3,90,78,25,9.1,8.1,2,No,Yes,80.27,B,Low
41,0.3,92,66,27,8.9,6.4,6,Yes,Yes,49.91,D,Medium
99,2.6,98,63,17,9.7,5.7,1,No,No,72.98,C,Low
93,0.3,46,99,25,8.5,2.3,2,Yes,No,56.99,D,Medium
82,8.8,41,47,20,7.6,9.2,9,Yes,Yes,42.92,D,Medium
40,2.4,89,48,15,9.0,1.9,6,Yes,Yes,47.37,D,Medium
90,5.6,96,69,10,3.5,7.9,8,Yes,No,54.31,D,Medium
92,0.4,89,46,21,6.2,9.7,7,Yes,No,39.37,F,High
75,6.7,70,89,47,9.9,7.3,9,Yes,Yes,73.75,C,Low
90,3.2,58,71,37,8.4,9.9,9,No,Yes,47.74,D,Medium
65,9.0,78,94,26,9.7,6.5,4,Yes,Yes,100.0,A,Low
68,8.9,51,82,10,8.5,2.2,7,Yes,No,72.06,C,Low
60,3.3,36,36,41,9.1,2.0,5,Yes,Yes,79.76,B,Low
50,9.0,47,34,17,7.9,3.2,7,No,No,46.29,D,Medium
79,10.0,65,53,49,8.3,0.1,4,Yes,No,100.0,A,Low
50,8.3,62,57,33,6.7,6.8,10,Yes,No,37.25,F,High
75,8.4,94,91,19,9.5,2.7,1,Yes,No,100.0,A,Low
88,2.5,61,46,48,8.8,8.2,4,Yes,Yes,62.34,C,Low
98,5.8,49,49,48,8.9,3.6,10,Yes,Yes,60.74,C,Low
78,0.7,67,32,19,7.7,4.8,3,Yes,No,51.2,D,Medium
79,0.9,54,66,45,5.1,9.7,9,Yes,Yes,37.5,F,High
74,10.0,76,44,34,3.2,2.4,5,Yes,Yes,92.94,A,Low
93,3.3,46,80,19,9.5,7.2,4,No,Yes,64.62,C,Low
73,7.5,57,77,28,7.1,7.6,8,Yes,No,57.65,D,Medium
94,8.1,48,37,24,5.1,2.2,5,Yes,No,79.5,B,Low
86,8.6,59,42,25,4.0,5.0,3,Yes,Yes,86.71,B,Low
63,10.0,65,77,11,8.8,3.5,2,Yes,Yes,91.9,A,Low
93,2.4,88,32,38,8.9,7.7,8,Yes,Yes,59.32,D,Medium
61,0.4,39,94,13,8.7,6.2,2,Yes,No,57.03,D,Medium
44,4.1,47,60,38,7.5,4.8,8,Yes,Yes,49.07,D,Medium
95,1.3,62,55,40,5.6,7.8,5,Yes,No,55.89,D,Medium
72,0.2,77,85,26,5.1,2.4,8,No,No,46.45,D,Medium
97,3.6,81,63,19,3.1,7.5,5,Yes,No,62.82,C,Low
75,7.8,72,38,36,8.8,8.7,1,Yes,No,83.93,B,Low
86,5.7,96,91,50,3.6,8.8,2,Yes,No,98.59,A,Low
59,3.1,73,42,24,7.4,7.8,6,Yes,No,31.75,F,High
58,6.5,71,98,40,6.5,4.1,3,Yes,Yes,80.45,B,Low
74,2.3,42,70,30,6.7,9.8,8,Yes,Yes,28.06,F,High
91,0.1,86,30,50,9.5,3.8,5,Yes,No,66.57,C,Low
82,7.6,67,76,35,3.2,6.4,3,Yes,Yes,83.47,B,Low
